,Furnishing_status,OperatingTime,SecurityDeposit,Premium,Area,BHK,Owner,ResidencyType
947,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
948,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
949,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
950,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
951,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
952,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
953,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
954,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
955,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
956,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
957,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
958,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
959,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
960,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
961,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
962,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
963,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
964,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
965,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
966,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
967,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
968,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
969,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
970,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
971,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
972,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
973,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
974,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
975,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
976,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
977,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
978,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
979,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
980,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
981,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
982,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
983,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
984,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
985,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
986,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
987,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
988,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
989,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
990,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
991,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
992,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
993,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
994,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
995,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
996,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
997,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
998,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
999,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1000,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1001,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1002,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1003,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1004,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1005,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1006,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1007,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1008,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1009,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1010,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1011,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1012,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1013,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1014,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1015,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1016,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1017,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1018,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1019,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1020,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1021,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1022,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1023,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1024,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1025,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1026,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1027,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1028,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1029,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1030,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1031,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1032,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1033,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1034,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1035,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1036,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1037,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1038,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1039,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1040,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1041,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1042,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1043,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1044,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1045,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1046,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1047,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1048,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1049,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1050,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1051,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1052,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1053,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1054,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1055,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1056,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1057,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1058,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1059,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1060,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1061,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1062,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1063,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1064,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1065,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1066,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1067,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1068,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1069,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1070,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1071,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1072,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1073,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1074,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1075,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1076,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1077,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1078,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1079,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1080,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1081,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1082,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1083,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1084,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1085,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1086,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1087,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1088,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1089,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1090,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1091,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1092,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1093,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1094,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1095,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1096,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1097,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1098,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1099,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1100,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1101,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1102,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1103,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1104,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1105,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1106,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1107,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1108,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1109,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1110,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1111,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1112,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1113,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1114,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1115,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1116,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1117,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1118,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1119,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1120,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1121,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1122,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1123,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1124,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1125,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1126,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1127,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1128,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1129,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1130,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1131,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1132,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1133,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1134,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1135,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1136,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1137,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1138,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1139,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1140,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1141,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1142,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1143,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1144,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1145,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1146,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1147,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1148,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1149,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1150,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1151,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1152,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1153,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1154,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1155,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1156,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1157,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1158,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1159,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1160,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1161,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1162,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1163,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1164,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1165,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1166,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1167,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1168,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1169,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1170,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1171,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1172,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1173,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1174,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1175,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1176,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1177,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1178,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1179,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1180,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1181,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1182,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1183,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1184,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1185,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1186,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1187,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1188,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1189,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1190,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1191,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1192,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1193,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1194,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1195,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1196,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1197,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1198,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1199,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1200,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1201,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1202,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1203,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1204,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1205,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1206,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1207,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1208,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1209,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1210,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1211,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1212,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1213,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1214,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1215,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1216,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1217,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1218,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1219,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1220,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1221,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1222,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1223,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1224,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1225,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1226,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
1227,Furnished,0,10000,Premium,Vishnu Garden,1,Smiley,Apartment
1228,Unknown,0,5000,Non-Premium,Bhajanpura,Unknown,saif,Other
1229,Unfurnished,0,5000,Non-Premium,Dwarka Mor,1,Sarvesh Banwal,House
1230,Semi-Furnished,2005,10000,Premium,"NEB Valley Society, Saket",1,Nagpal Associates,Other
1231,Semi-Furnished,2000,10000,Premium,"Project Amar Colony, Lajpat Nagar 4",Unknown,Bhalla Properties,Apartment
1232,Semi-Furnished,0,10000,Premium,Saket,1,S S Deswal,Other
1233,Unfurnished,2010,9500,Premium,Laxmi Nagar,1,Good Luck Properties,Other
1234,Unknown,2000,6000,Premium,Sant Nagar East of Kailash,Unknown,Amit Property,Other
1235,Semi-Furnished,0,9000,Premium,"Sarita Vihar, Mathura Road",1,Subodh Rawat,Apartment
1236,Unknown,0,10000,Premium,Mayur Vihar 1,Unknown,Lucky Property,Other
1237,Unfurnished,2010,10000,Premium,Munirka,1,Mudgal Associates,House
1238,Semi-Furnished,0,10000,Premium,Tughlakabad Extension,1,dishant,Other
1239,Unfurnished,0,10000,Premium,Aya Nagar,3,Sushma Singh,House
1240,Semi-Furnished,0,10000,Premium,Chilla Sarda Bangar Village,1,kuldeep,House
1241,Furnished,0,6500,Premium,Molarband,2,Vinod Kumar,House
1242,Furnished,0,9000,Premium,Raja Garden,1,Satish batra,House
1243,Semi-Furnished,2014,9000,Premium,"Kotla Mubarakpur, South Extension",1,Pahul Associates,Other
1244,Unfurnished,0,6000,Premium,"DDA LIG Flats, Shahdara",1,dhruv,Apartment
1245,Furnished,0,5000,Non-Premium,Sangam Vihar,1,Gaurav Chauhan,House
1246,Unknown,0,7000,Premium,Block A Sewak Park,2,bks rathore,Other
1247,Semi-Furnished,0,10000,Premium,"DDA Flats Sector 23, Sector 23 Dwarka",1,mohit singh,Apartment
1248,Unfurnished,0,9500,Premium,Aya Nagar,1,Pramod Dixit,House
1249,Semi-Furnished,0,5500,Premium,Rani Bagh Pitam Pura,1,Aman vij,Other
1250,Unknown,0,8999,Premium,SS plaza,Unknown,gd mishra,Other
1251,Unknown,0,3500,Non-Premium,Madhu Vihar Patparganj,Unknown,Sushma,Other
1252,Semi-Furnished,0,7000,Premium,"Maidan Garhi, Chhattarpur",1,ravinder dagar,Apartment
1253,Semi-Furnished,0,9000,Premium,Mahavir Enclave Part 3,2,Ashish Choudhary,Apartment
1254,Unfurnished,0,7000,Premium,Narela,2,Dipanshu Dahiya,Other
1255,Unfurnished,0,5000,Non-Premium,Jaitpur Extension Part 2,1,Siya,Apartment
1256,Semi-Furnished,0,5500,Premium,Mohan Garden Razapur Khurd,1,kedar singh mahara,Apartment
